reviewText,overall
"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",3.0
My daughter loves them. Great fit!,5.0
This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,5.0
"Fits good, very lightweight.",4.0
"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",5.0
,5.0
Nice,5.0
These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,5.0
I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,5.0
Love this product.  Great fit.,5.0
Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,3.0
Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,5.0
Love! Great price too.,5.0
"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",4.0
"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",3.0
Perf.,5.0
Best shoes ever!!!,5.0
Fit good,5.0
I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,5.0
"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",5.0
Love these sneakers. Light weight and comfortable even without socks.,5.0
Nice product,4.0
I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,5.0
Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,5.0
"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",3.0
"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.",5.0
they are very comfortable feel like you have nothing on.,5.0
My favorite nike shoe,5.0
Super comfortable and extremely lightweight. Great for crossfit!,5.0
Beautiful I love them comfy,5.0
I've not even had them a month and the bottom is coming off. I'm not happy!,1.0
Love them! Fit exactly as expected in length and width! I would definitely buy these again.,5.0
Great shoes,5.0
"My second pair, love the fit, light weight and great support.",5.0
I have wide feet and these were too narrow but very nice looking.,4.0
Ugh... way to large - is this for a man?,3.0
The shoe fit has expected. It is comfortable.,5.0
"They fit great, look great, are quite comfortable and are just what I was looking for!",5.0
"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",5.0
"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",5.0
Wife happy with fit.,4.0
They run big. Order a full size smaller.,4.0
"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",3.0
"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",5.0
Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,5.0
I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,5.0
Comfortable from the start and very light.,5.0
As expected.,5.0
"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",4.0
"I love these and have them in a light blue too. Very light weight, airy, and comfortable.",5.0
