reviewText,overall
"got it on time, easy to use, just as described",5.0
There was a discount on the card but then there was like S & H charges so it ended up costing more than the amount on the card.,4.0
It was a gift and it was what we wanted,5.0
Easy way to get the things I need,5.0
Worked just fine at the concession. I didn't have any issues. Received the email in 5 minutes,5.0
Yummy,5.0
"It's absolutely amazing. I bought this gift card for a $30 value and when it arrived, it had $30 credit value on it!! Can you believe it!! Nice to see a product that works these days!! And yes, I a being sarcastic!! Do we really need to rate a gift card?",5.0
Worked great. Thank you!,5.0
as promised.,5.0
great product from a great seller!!!,5.0
"This is the 1st time to get as an email, as I was going to see a movie tonight.  It worked just fine. :)",5.0
Yummy,5.0
LOVE HTESE SO CONVENIENT FOR DINNER!,5.0
"I love email card, as I can use them asap.  Have no issues using them.",5.0
"I bought this for my sister, she has 2 kids, she love that i was able to treat her to a meal!! she loves food gift cards!",5.0
works as intended,5.0
Great gift card worked perfectly.,5.0
arrived within 5 min,5.0
arrived within 5 min,5.0
"Originally, my first review was a 1 star disaster.  I had to reschedule a ticket purchase and AMC sent the email to refund the money but the gift card kept showing $0 balance.  Finally got that problem resolved.
A few weeks went by and I receive an email from AMC.  It says that not only was the amount spent on my credit card was refunded (had to use my credit card due to no balance) but the entire balance was returned to my AMC card.  That is what a business should do when the customer is right and they are wrong.  AMC regained my business and I have since returned to AMC to see a movie.  Thank you AMC!",4.0
we had a great dinner,5.0
Red Robin has great food.  I love this seller.  So reliable.,5.0
"nightmare to deal with email delivery cards

but overall was good thing",5.0
"Love this place, fast delivery.",5.0
love eating here,5.0
Easy to use to buy pizza :3,5.0
Great gift card worked perfectly.,5.0
worked as intended,5.0
Used this as a gift and they appreciated it.,5.0
Can't beat email delivery.,5.0
GREAT!,5.0
"I love the convenience of these gift cards. Especially that you can just email them to yourself or other as a gift. It an easy pay to pay to go out to eat at almost any major restaurant. Very easy to use, just click email, print or show it on your cell phone to the waitress. Will continue to buy for any of my restaurant needs. These tend to deliver in about 5 to 10 minutes. Makes gift giving extremely easy. Love these!",5.0
Great and easy gift,5.0
"Red robin has good burgers, fries could be better they're too thick and if they get cold they're hard to swallow. Overall it's pretty good though",4.0
Did not arrive within 5 min. Took several hours but eventually came.,3.0
Met expectations,5.0
"Absolutely love FRIDAYS!! Having a gift card available at your fingertips, makes it even better. Usually these arrive within 5 minutes, I have only had an issue a few times with it not arriving on time. Very easy to use, just print once you receive the email, or just show the card on your cell phone, take into the restaurant and use immediately. Makes paying quick and easy. I absolutely love that you can get these emailed to you as well. This process makes sending and receiving gift card exceptionally easy. Love it! Will buy more in the future.",5.0
Tgi always has very good service,5.0
Good Product;,5.0
it was great to have it e-mailed to u. Instead of waiting for it in the mail. i've brought alot of gift cards through amazon and always had them sent by mail. Great way to do it. thank u,5.0
get that u can use them the same day,5.0
Very good Texas Roadhouse food. Love to visit again for many favorite steaks and seafood. Great savings on Amazon.,5.0
"Gift card purchase said it should arrive within 5 minutes, but could take longer. Took a couple hours to get it. I read some reviews that some people got a gift card with a $0.00 balance so I went to AMC's website to check mine. When I entered my card number it said I had a $0.00 balance so I had to contact customer service. I was told I would receive a refund and to purchase another card. I just placed my order for another gift card and I hope that arrives with the $50.00 balance that it's supposed to have. Be careful and check the balance immediately after receiving the card so you don't wait in a long line at the theater only to be told your gift card has a $0.00 balance.",1.0
worked as intended,5.0
,5.0
arrived within 5 min,5.0
thank amazon . i love petco,5.0
worked perfect,5.0
Bought for my mom to take care of my dogs back home,5.0
Good,5.0
Great,5.0
"IT WAS FOR MY GRANDDAUGHTER, SHE LOVED IT SHE WHEN THERE WITH HER MOTHER AND FATHER AND HAD A BALL...",5.0
Met expectations,5.0
This was very convenient and easy to use. It appeared quickly in my email and I could use it that same day. The only thing I did not like was that I could not use it for a future order. That is why I went down a star. I missed that convenience.,4.0
They do work.. it's awesome,5.0
"It's day 78 on the road since we left. Our full story @ earthen_religion on Instagram & YouTube.
I am not into panhandling or begging since we ( Two Border Collies) set out to move. But when the weather turned cold & food started to run short. The choice was fuel to keep moving or food. Then while at a library. I remembered I have an Amazon Store Card..... Lor got a jacket to stay warm in that matches Holigraph's jacket. Some Purina moist dog for them both. Jack links to share with them, along with Cheezit's. But to look far enough into Amazon & find the section of Gift cards..... OMG!
Got the Domino's Pizza E-Gift card. It came 27 1/2mins after purchase. This e-card is BTW the MVP. Cause: Eta could be 5- 30mins for when you get the e-card. Dominos are open until 1am in some places. Once I had the code me & the girls split some Kicker chicken nuggets. Which when living outdoors in a perpetual state. Real food is prized.
 Then had the Taco Bell & Burger King gift cards sent to my Address on the road. When online at both to check balances after they showed up 24hrs later.
This even after the payments I'll end up making is far better than freezing or being hungry.",5.0
FAST AND EASY,5.0
"it was delivered as scheduled, and no problems using it.",5.0
Great,4.0
"I love the convenience of gift cards being able to be received electronically. It makes it so easy to purchase a gift card, print it out or even show it on my mobile device. Delivery is typically very fast when receiving them by email. This makes gift giving exceptionally easy. I love that you can pick you own amount to load on as well. Will definitely use this type of service again.",5.0
love email Gift cards,5.0
hope she liked it,5.0
Great fast gift idea. Buy it and send it and your done. For anyone that is hard to buy for. Great gift.,5.0
It was easy to use,5.0
"If a gift card has the balance you purchased, I guess it gets five stars!!",5.0
Yes it did and my girlfriend as been using it.,5.0
Great gift card worked perfectly.,5.0
Yummy,5.0
unpleasant experience. Use cash or credit card,1.0
worked as intended,5.0
"Good buy, worked as expected.",5.0
Satisfied.,5.0
GREAT. TY,5.0
arrived within 5 min,5.0
Always nice when you're in need,5.0
Gift,5.0
Great gift card worked perfectly.,5.0
Had no problem with using the card. Received it in just a few minutes.,5.0
Excellent,5.0
meh don't get it,1.0
Gift....they liked it.  :-),5.0
arrived within 5 min,5.0
nice,5.0
good gift card,5.0
Always a great meal and these e-cards are 'da bomb!,5.0
Great product!!! I love it!!!,5.0
Great product!!!,5.0
great,5.0
Love the chicken here,5.0
Good,4.0
midnight cravings,5.0
"Great when u don""t have money to go out. Cracker barrel is the best food.",5.0
"DID NOT WORK IN STORE. I'm used to the fact that most Amazon eGift cards don't work in store - they usually just work online, which is fine. This is the first eGift card I tried to use while shopping and it was a disaster. Sephora employees are infamous for being snotty and they acted like I was a complete idiot for trying to use the card. Stood there for 30 minutes and called a few different customer service numbers to see why it wouldn't work, yada yada yada, waste of time and energy. But, it works online, so that's good.",3.0
Worked perfectly.  Had no problems redeeming the gift cards at merchant.,5.0
Always good ideal for yourself or gift to someone and it come in your email so can't lose,5.0
love it,5.0
Really like chilis,5.0
Love the e-mail delivery gift cards.  Sent this to my sick daughter in college since she was too far away for me to go make her supper.,5.0
Love chilis,5.0
"I bought this for my sister, she has 2 kids, she love that i was able to treat her to a meal!! she loves food gift cards!",5.0
Just what I wanted...,5.0
"I bought this for my sister, she has 2 kids, she love that i was able to treat her to a meal!! she loves food gift cards!",5.0
